Age,Income,SpendingScore,ZipCode,Country,IDNumber
55,75000,90.0,20002,France,101802
25,55000,40.0,10001,UK,105240
25,65000,80.0,50005,France,115000
65,65000,30.0,30003,Canada,110873
60,35000,20.0,10001,UK,119796
35,55000,20.0,20002,USA,120980
50,45000,20.0,20002,Canada,129198
35,65000,90.0,20002,USA,125867
65,95000,100.0,50005,France,119438
70,35000,90.0,10001,Germany,121084
70,95000,20.0,50005,Germany,134554
55,85000,50.0,40004,UK,122933
70,75000,30.0,30003,Germany,125840
35,25000,80.0,30003,Germany,116229
65,85000,40.0,20002,USA,106138
65,95000,80.0,30003,UK,125609
45,55000,40.0,10001,Canada,133732
35,75000,50.0,20002,Canada,110225
35,35000,10.0,30003,Canada,137393
40,95000,50.0,40004,Germany,111503
50,45000,60.0,10001,France,133435
25,55000,10.0,50005,UK,104671
60,85000,40.0,40004,France,131740
60,45000,90.0,40004,Germany,105880
70,95000,70.0,20002,UK,127688
60,65000,40.0,40004,UK,127915
65,85000,10.0,30003,UK,102104
40,35000,50.0,40004,UK,120892
45,65000,50.0,50005,USA,137936
25,25000,50.0,40004,USA,130767
55,35000,80.0,40004,USA,116586
55,35000,20.0,40004,UK,105120
70,75000,10.0,30003,Canada,119084
65,75000,90.0,30003,France,125703
25,75000,50.0,20002,UK,106952
40,95000,20.0,30003,USA,120332
65,35000,10.0,50005,UK,139623
35,25000,20.0,10001,Canada,120621
30,55000,30.0,10001,UK,120108
35,65000,30.0,10001,UK,114246
50,35000,30.0,10001,France,105357
35,85000,60.0,10001,France,122562
60,85000,80.0,40004,France,117658
55,25000,50.0,10001,USA,111085
65,85000,100.0,30003,UK,111426
60,35000,10.0,50005,UK,111708
50,55000,50.0,30003,UK,101500
45,75000,40.0,10001,France,125955
65,45000,10.0,30003,Germany,118979
55,95000,90.0,30003,UK,111483
70,35000,20.0,40004,UK,106114
30,25000,10.0,30003,USA,106934
35,35000,80.0,50005,France,113723
40,95000,60.0,20002,UK,106152
70,95000,20.0,20002,USA,131416
25,25000,70.0,20002,USA,101919
50,35000,80.0,10001,France,105465
60,85000,60.0,40004,Germany,139833
70,95000,30.0,10001,UK,115163
30,65000,60.0,50005,Canada,128874
70,75000,60.0,40004,Germany,133952
55,35000,100.0,40004,UK,134088
55,85000,100.0,40004,Germany,129211
30,55000,30.0,40004,Germany,130054
45,45000,40.0,10001,Canada,127719
55,35000,70.0,50005,Germany,122654
70,35000,50.0,10001,Germany,139115
60,95000,80.0,10001,Canada,133767
30,45000,50.0,30003,Canada,103185
35,55000,100.0,40004,UK,126583
40,45000,20.0,50005,UK,120235
40,95000,80.0,40004,Germany,113388
45,25000,50.0,20002,UK,119988
70,35000,10.0,10001,Germany,113078
60,75000,50.0,10001,France,134640
35,65000,30.0,50005,UK,135950
30,65000,20.0,50005,Canada,128933
70,35000,10.0,10001,Canada,134691
70,75000,70.0,10001,Canada,130396
40,35000,70.0,50005,Canada,118452
65,95000,100.0,30003,Canada,136477
25,25000,100.0,50005,UK,125566
25,45000,70.0,20002,Germany,139890
30,75000,90.0,20002,France,136957
30,95000,20.0,20002,Germany,124233
40,35000,30.0,10001,USA,121798
50,45000,90.0,50005,USA,105422
45,65000,80.0,20002,USA,100090
70,45000,50.0,40004,USA,132768
45,25000,30.0,30003,UK,114934
30,35000,80.0,50005,Germany,101485
65,55000,90.0,50005,UK,107755
45,65000,20.0,40004,USA,123448
55,25000,100.0,10001,UK,119314
30,45000,50.0,50005,France,125509
70,45000,40.0,40004,Germany,128444
60,25000,80.0,20002,USA,129295
35,35000,60.0,20002,UK,115082
50,35000,20.0,30003,France,131954
70,25000,80.0,10001,Canada,137751
40,65000,30.0,50005,Germany,117007
25,25000,20.0,40004,France,118969
60,95000,90.0,30003,France,122152
30,85000,70.0,20002,USA,123647
45,95000,100.0,40004,Canada,102640
50,65000,60.0,20002,France,133428
25,25000,30.0,20002,Germany,128053
40,85000,70.0,30003,UK,125781
70,25000,80.0,30003,Canada,124743
45,85000,20.0,20002,UK,114354
30,85000,100.0,40004,Germany,121659
50,45000,60.0,30003,UK,129191
50,75000,10.0,50005,France,120106
60,65000,50.0,40004,Germany,113591
40,95000,10.0,30003,France,137098
65,25000,50.0,10001,USA,100416
70,95000,100.0,40004,France,129693
65,65000,100.0,40004,Canada,111891
70,45000,100.0,40004,Germany,100329
30,35000,90.0,40004,USA,122909
50,75000,40.0,30003,UK,126613
35,65000,90.0,30003,Canada,111978
35,25000,50.0,10001,Germany,117754
30,35000,60.0,10001,USA,129692
35,95000,70.0,10001,UK,138292
55,75000,50.0,30003,Canada,100335
50,35000,10.0,30003,France,122036
55,75000,60.0,20002,UK,113557
60,65000,80.0,20002,USA,106793
50,95000,80.0,30003,Canada,118960
65,55000,10.0,10001,France,111370
50,45000,30.0,30003,USA,119335
60,85000,70.0,10001,USA,128259
65,75000,100.0,20002,Germany,123494
65,25000,40.0,30003,UK,114414
70,45000,70.0,10001,UK,119801
50,95000,20.0,20002,Germany,104252
45,55000,70.0,50005,UK,101568
65,55000,40.0,40004,UK,123704
60,95000,10.0,10001,Canada,111717
30,85000,10.0,30003,France,127595
45,35000,100.0,10001,USA,126997
65,25000,90.0,30003,Germany,129108
50,35000,60.0,40004,France,119798
25,45000,10.0,40004,USA,139083
45,65000,60.0,30003,USA,115322
55,85000,90.0,20002,Germany,112886
65,25000,20.0,50005,USA,112346
25,75000,60.0,40004,Canada,132446
30,75000,60.0,40004,UK,126867
60,75000,20.0,20002,Canada,117228
25,65000,20.0,50005,Germany,116213
30,85000,80.0,20002,USA,135597
70,35000,10.0,50005,Germany,121242
60,65000,10.0,10001,USA,131881
45,45000,80.0,40004,USA,123985
50,55000,50.0,30003,Canada,100938
60,25000,40.0,20002,Canada,114149
55,65000,70.0,40004,USA,105344
55,85000,50.0,50005,France,135783
65,45000,20.0,20002,Germany,121651
55,85000,90.0,10001,USA,122571
50,75000,40.0,40004,UK,122483
50,55000,100.0,30003,UK,105080
50,25000,70.0,50005,UK,134875
50,65000,20.0,50005,Canada,107803
65,65000,10.0,20002,Canada,126548
35,35000,40.0,20002,USA,119590
55,75000,30.0,10001,UK,114572
55,35000,90.0,30003,UK,103981
65,75000,40.0,50005,Canada,130623
50,85000,70.0,40004,Germany,118053
55,95000,90.0,40004,France,120605
60,45000,90.0,20002,France,119838
50,55000,50.0,40004,UK,122430
70,75000,20.0,40004,France,123882
25,85000,30.0,20002,Canada,104615
35,45000,30.0,20002,France,104998
25,25000,50.0,50005,Germany,109903
50,35000,100.0,40004,USA,127917
35,85000,70.0,20002,UK,108951
40,65000,60.0,10001,France,118729
30,65000,30.0,50005,USA,139564
60,35000,30.0,40004,UK,139121
30,95000,40.0,10001,France,116350
45,25000,50.0,40004,France,113556
55,45000,10.0,20002,Germany,119013
25,75000,60.0,20002,Germany,115140
70,65000,20.0,30003,Canada,128385
70,45000,70.0,40004,UK,129398
35,85000,40.0,20002,France,137485
60,65000,20.0,40004,Germany,110198
70,65000,80.0,20002,Germany,136594
25,75000,70.0,20002,Germany,133142
40,45000,10.0,50005,Canada,129088
50,85000,10.0,50005,Canada,122448
40,35000,80.0,40004,UK,134699
25,75000,50.0,30003,USA,137558
40,45000,30.0,50005,Canada,125988
60,35000,70.0,20002,Canada,132448
65,55000,60.0,30003,USA,129464
25,35000,60.0,30003,France,111700
45,55000,50.0,10001,France,133688
45,65000,100.0,50005,USA,133214
50,65000,20.0,40004,Canada,126644
45,55000,90.0,50005,USA,131536
50,45000,90.0,30003,Canada,114693
65,75000,80.0,20002,Canada,123463
70,45000,30.0,50005,Canada,102968
55,65000,20.0,10001,Canada,101432
65,55000,60.0,40004,Germany,117686
35,65000,50.0,50005,USA,121907
40,25000,30.0,40004,USA,113771
30,45000,100.0,40004,Canada,111965
70,85000,80.0,30003,UK,108517
30,95000,70.0,40004,USA,124472
65,65000,40.0,50005,UK,120115
30,65000,10.0,10001,France,116516
45,65000,10.0,20002,France,109215
40,35000,80.0,40004,Germany,110283
65,75000,60.0,40004,Canada,139459
65,45000,50.0,10001,France,137049
50,75000,100.0,20002,USA,105881
25,85000,100.0,20002,USA,133302
70,95000,60.0,30003,UK,135340
30,45000,10.0,10001,Canada,111759
55,65000,10.0,40004,Canada,125161
55,95000,10.0,20002,USA,130461
50,25000,100.0,50005,France,133665
40,25000,70.0,50005,France,137776
45,65000,100.0,10001,UK,101693
35,45000,40.0,10001,Germany,119273
50,55000,90.0,30003,Germany,115143
70,25000,30.0,40004,France,135373
70,95000,70.0,10001,USA,128048
30,75000,40.0,40004,UK,126217
35,55000,50.0,30003,Canada,126350
35,85000,100.0,20002,UK,126105
35,95000,90.0,50005,Germany,112614
25,55000,50.0,50005,Germany,107495
35,35000,10.0,10001,Canada,105616
55,65000,10.0,50005,France,105627
55,25000,30.0,30003,USA,105836
35,95000,80.0,30003,USA,125857
65,65000,30.0,50005,USA,112329
60,35000,90.0,20002,Canada,137636
50,75000,70.0,20002,UK,112917
40,75000,50.0,50005,France,103691
65,85000,40.0,30003,USA,135531
45,35000,40.0,50005,Germany,117807
45,85000,50.0,40004,Canada,109971
25,25000,50.0,40004,France,115010
70,45000,90.0,10001,Germany,116945
35,55000,20.0,50005,Canada,133843
65,45000,10.0,40004,USA,125386
60,75000,90.0,30003,Canada,123811
50,35000,40.0,10001,Germany,112736
60,65000,90.0,50005,France,108708
50,85000,80.0,50005,France,112797
55,55000,40.0,10001,Canada,137164
45,45000,70.0,50005,UK,109052
70,95000,80.0,10001,France,104512
65,85000,50.0,50005,France,119021
70,75000,80.0,50005,UK,114898
70,75000,30.0,50005,Canada,112930
55,65000,90.0,20002,Germany,101184
25,55000,80.0,20002,Canada,111396
70,95000,40.0,30003,Canada,109858
40,45000,90.0,50005,Canada,103035
70,45000,90.0,20002,Germany,119064
30,85000,10.0,40004,Germany,109391
40,85000,70.0,30003,France,104978
40,55000,40.0,40004,Germany,116295
60,35000,30.0,20002,Germany,135779
30,75000,30.0,20002,France,133833
50,75000,60.0,10001,UK,139029
35,25000,50.0,30003,Germany,127152
70,85000,20.0,30003,Canada,127054
65,85000,60.0,10001,Germany,105375
50,55000,50.0,30003,France,129232
30,75000,50.0,20002,UK,102387
65,55000,100.0,20002,USA,134297
25,85000,20.0,50005,USA,128275
45,45000,80.0,40004,Canada,100666
65,55000,60.0,30003,Canada,103543
55,25000,60.0,40004,Germany,131801
50,45000,60.0,40004,Germany,137117
25,25000,20.0,30003,USA,127930
65,75000,40.0,50005,USA,122348
60,55000,90.0,10001,USA,117136
60,35000,60.0,30003,UK,118489
70,35000,50.0,50005,Canada,130293
50,75000,60.0,10001,USA,114794
30,55000,20.0,50005,Canada,130682
65,55000,100.0,20002,Canada,101448
35,45000,90.0,30003,UK,137131
65,75000,20.0,20002,USA,136296
40,95000,100.0,20002,Canada,137465
45,55000,40.0,40004,Canada,104245
65,65000,20.0,20002,France,109464
60,95000,90.0,50005,UK,118989
40,35000,30.0,50005,France,118537
50,35000,70.0,20002,USA,103132
45,85000,10.0,20002,France,117820
70,55000,20.0,30003,Canada,125654
65,75000,40.0,20002,Canada,132078
60,45000,100.0,10001,UK,105729
30,25000,30.0,20002,Canada,102857
30,35000,60.0,30003,UK,106689
40,25000,60.0,10001,USA,126563
25,25000,50.0,20002,France,133224
50,35000,90.0,20002,Canada,137486
50,85000,60.0,20002,USA,131003
60,75000,10.0,30003,UK,127309
65,75000,20.0,10001,France,117001
45,85000,100.0,50005,Germany,113738
45,75000,90.0,40004,USA,107846
25,25000,30.0,30003,UK,135730
70,75000,70.0,50005,UK,122216
35,25000,40.0,40004,France,102895
50,55000,20.0,30003,Germany,120728
35,85000,80.0,50005,Germany,118527
60,95000,60.0,30003,France,126341
55,35000,50.0,50005,UK,103277
65,45000,20.0,30003,USA,100673
45,85000,20.0,30003,Germany,121304
50,85000,70.0,30003,Canada,101139
55,65000,70.0,40004,Canada,126919
65,45000,90.0,50005,UK,125662
25,35000,20.0,10001,USA,138978
25,35000,20.0,30003,Germany,105707
60,65000,10.0,20002,Canada,102911
65,65000,10.0,30003,Canada,133673
70,45000,80.0,30003,Canada,131766
50,55000,40.0,40004,France,125306
70,75000,90.0,50005,Canada,124525
25,35000,70.0,40004,Canada,119837
30,55000,50.0,20002,UK,134908
45,35000,90.0,50005,Germany,131429
65,45000,70.0,10001,UK,132546
45,45000,90.0,10001,Germany,116079
45,75000,10.0,20002,Germany,124540
50,75000,100.0,30003,France,133412
65,75000,90.0,20002,France,106348
55,55000,70.0,30003,France,117189
35,35000,60.0,10001,Germany,107843
60,35000,40.0,20002,UK,114927
40,75000,70.0,10001,USA,124325
25,25000,10.0,50005,Canada,104346
45,95000,90.0,10001,UK,119729
70,55000,80.0,50005,USA,123339
70,75000,10.0,40004,Canada,127294
55,75000,90.0,10001,Germany,128718
25,35000,100.0,10001,France,104991
60,35000,60.0,10001,Germany,103669
70,25000,30.0,10001,France,129799
55,95000,100.0,30003,France,135118
55,75000,100.0,30003,Germany,139930
35,25000,30.0,30003,France,116347
70,45000,20.0,40004,Germany,129757
70,95000,90.0,10001,UK,120101
65,45000,20.0,50005,Germany,130250
50,95000,80.0,10001,Germany,136219
35,25000,70.0,30003,Germany,111400
65,35000,40.0,50005,Canada,119175
25,95000,80.0,40004,Germany,110521
30,25000,50.0,10001,Canada,103561
65,35000,30.0,50005,Germany,138920
40,65000,30.0,50005,France,107672
50,25000,70.0,10001,UK,123643
25,95000,10.0,30003,Canada,134439
45,45000,50.0,10001,UK,113716
25,75000,30.0,50005,UK,133241
55,35000,20.0,30003,Canada,110510
55,95000,80.0,50005,USA,124856
40,25000,80.0,10001,USA,101493
70,75000,50.0,20002,France,116329
55,75000,60.0,20002,Germany,113945
55,75000,60.0,10001,UK,108595
70,55000,60.0,40004,Canada,124732
35,95000,100.0,50005,UK,110051
70,45000,60.0,10001,USA,105166
65,85000,100.0,40004,Germany,132014
60,85000,90.0,10001,USA,119137
45,65000,100.0,40004,Canada,111517
70,95000,80.0,20002,UK,138902
60,95000,60.0,20002,France,119455
60,25000,30.0,50005,Germany,137436
45,35000,100.0,50005,France,112996
35,85000,70.0,30003,UK,112848
30,55000,60.0,20002,UK,129659
55,25000,70.0,50005,Canada,135349
45,95000,50.0,20002,France,105967
60,65000,10.0,50005,UK,137380
70,35000,30.0,20002,USA,133486
65,85000,60.0,20002,USA,110949
25,75000,100.0,50005,USA,112904
25,85000,80.0,40004,Canada,119746
55,45000,60.0,10001,Germany,127486
70,55000,80.0,50005,France,113391
40,85000,20.0,40004,Canada,113322
60,95000,60.0,20002,USA,116700
70,55000,100.0,50005,Canada,124303
65,35000,50.0,50005,Canada,119667
65,95000,50.0,40004,UK,121315
60,65000,60.0,40004,UK,103356
40,95000,90.0,40004,France,110812
30,75000,40.0,30003,France,121144
65,55000,40.0,20002,France,112397
45,25000,40.0,20002,France,123831
60,85000,80.0,20002,USA,119349
70,35000,70.0,20002,USA,131208
55,45000,40.0,40004,France,119403
25,45000,50.0,30003,Canada,122877
70,95000,90.0,20002,UK,119920
35,35000,60.0,30003,USA,121520
25,65000,80.0,40004,Canada,126283
40,25000,90.0,40004,USA,103987
35,75000,40.0,30003,Germany,134472
50,35000,90.0,30003,France,139178
60,35000,70.0,30003,Germany,116702
70,65000,70.0,50005,Canada,131675
55,95000,20.0,40004,Canada,106927
55,85000,90.0,40004,Germany,111980
40,95000,60.0,10001,Germany,114344
65,55000,100.0,30003,Germany,130679
35,75000,100.0,30003,UK,100002
45,85000,80.0,50005,UK,134035
65,45000,40.0,40004,Canada,113770
60,85000,100.0,40004,France,103853
40,55000,100.0,50005,USA,135215
60,65000,70.0,40004,Germany,107861
70,45000,60.0,30003,Canada,130081
45,45000,10.0,10001,France,112833
25,85000,10.0,20002,UK,116445
30,75000,60.0,50005,UK,120831
30,65000,40.0,10001,USA,126615
25,55000,70.0,50005,USA,109756
60,85000,50.0,40004,Canada,117244
55,75000,100.0,20002,France,103993
35,65000,100.0,50005,France,122075
65,55000,50.0,20002,France,130636
50,85000,90.0,10001,USA,125478
45,85000,90.0,50005,Canada,114311
50,75000,60.0,40004,Germany,107650
65,95000,10.0,30003,Canada,134825
70,35000,80.0,50005,Canada,114825
35,35000,40.0,20002,USA,100815
35,45000,100.0,40004,UK,125526
40,95000,40.0,50005,UK,124014
45,25000,20.0,50005,UK,119469
70,25000,70.0,20002,Germany,132491
65,45000,100.0,20002,Canada,124072
25,85000,40.0,30003,UK,135736
25,95000,60.0,20002,Canada,113488
30,95000,60.0,10001,Germany,135450
45,45000,90.0,40004,UK,108563
45,95000,30.0,40004,Canada,123292
70,75000,10.0,50005,France,115543
60,25000,90.0,20002,USA,108614
30,55000,100.0,30003,France,123940
40,45000,30.0,30003,Canada,120215
35,65000,70.0,10001,UK,134217
50,75000,70.0,10001,UK,102454
30,85000,30.0,10001,UK,119159
35,55000,80.0,30003,Canada,109593
40,95000,10.0,50005,UK,126956
45,75000,50.0,50005,UK,113482
70,45000,90.0,30003,UK,109855
60,95000,90.0,40004,Germany,116456
30,25000,20.0,40004,Germany,106050
50,25000,80.0,20002,Canada,113553
35,25000,90.0,20002,Canada,139681
70,25000,90.0,20002,France,102331
35,95000,90.0,50005,USA,100685
55,85000,50.0,40004,France,124137
35,45000,10.0,10001,Germany,113729
25,95000,60.0,30003,France,137420
40,65000,30.0,50005,France,111696
40,45000,40.0,30003,Germany,127649
35,25000,70.0,10001,USA,101013
50,35000,60.0,50005,Canada,108475
35,95000,10.0,30003,USA,106468
70,65000,70.0,20002,France,108159
55,25000,70.0,10001,Canada,102851
40,45000,20.0,50005,UK,121204
60,25000,80.0,50005,UK,117811
45,75000,10.0,20002,France,108189
35,65000,50.0,20002,USA,114245
65,35000,80.0,40004,France,117778
35,25000,50.0,20002,Canada,105358
45,65000,30.0,40004,Germany,130989
70,45000,70.0,10001,USA,136996
60,45000,60.0,40004,Canada,139200
50,65000,40.0,50005,Germany,135497
55,25000,50.0,10001,Canada,124590
55,35000,90.0,20002,Canada,118007
70,55000,50.0,40004,UK,127321
35,65000,50.0,40004,Germany,100895
40,95000,10.0,40004,France,124731
35,65000,40.0,20002,Canada,127437
50,55000,10.0,30003,France,137926
30,65000,50.0,50005,UK,107781
50,75000,70.0,10001,USA,113500
25,85000,100.0,40004,UK,101173
35,95000,10.0,50005,Germany,128931
60,45000,40.0,50005,USA,110535
60,75000,50.0,10001,Germany,133569
60,75000,70.0,30003,Germany,106375
45,25000,100.0,20002,France,111192
45,65000,30.0,10001,Canada,115969
55,65000,30.0,40004,USA,122594
25,65000,30.0,40004,USA,118453
45,35000,70.0,20002,France,119959
70,85000,80.0,50005,Germany,105107
70,95000,10.0,30003,USA,123161
40,35000,80.0,50005,USA,132594
35,35000,60.0,30003,France,126636
60,35000,10.0,20002,Canada,113819
60,65000,90.0,10001,UK,124172
60,55000,50.0,50005,USA,113173
60,75000,50.0,50005,USA,105746
30,25000,80.0,40004,Canada,118608
25,75000,100.0,20002,Germany,118788
35,35000,30.0,10001,France,127796
70,85000,90.0,50005,USA,100043
50,95000,10.0,40004,UK,135962
60,45000,80.0,20002,Germany,128298
30,75000,60.0,20002,Canada,127293
25,55000,90.0,10001,USA,132520
70,95000,60.0,20002,France,129661
40,85000,10.0,30003,USA,131064
55,45000,90.0,30003,France,100114
65,65000,100.0,10001,UK,124562
65,75000,20.0,50005,France,134645
55,85000,10.0,20002,Germany,132128
35,35000,60.0,30003,Canada,117009
70,85000,20.0,50005,USA,126113
70,95000,10.0,20002,Germany,116974
30,65000,30.0,10001,UK,110740
30,25000,30.0,30003,Germany,107917
55,95000,10.0,40004,France,136598
45,35000,40.0,10001,Germany,112407
35,95000,40.0,10001,Canada,138186
70,95000,90.0,30003,USA,111274
40,75000,90.0,20002,USA,126218
45,65000,20.0,10001,Canada,116899
35,75000,30.0,10001,Germany,105421
70,35000,50.0,30003,Canada,120441
50,55000,50.0,10001,UK,113767
60,35000,50.0,20002,UK,103256
30,65000,10.0,40004,France,117377
30,45000,60.0,10001,USA,106036
35,35000,30.0,20002,France,107143
65,65000,20.0,40004,USA,128412
25,65000,80.0,30003,France,136978
50,95000,70.0,30003,Germany,111951
70,65000,90.0,40004,USA,130726
60,85000,90.0,40004,Canada,126155
40,85000,90.0,40004,Germany,114357
40,65000,100.0,50005,Canada,136504
45,35000,50.0,20002,France,119024
50,45000,60.0,50005,USA,112691
40,95000,10.0,30003,France,101509
40,35000,40.0,30003,Canada,111073
35,65000,80.0,10001,Germany,106205
25,25000,30.0,20002,France,121926
50,85000,20.0,10001,Germany,123905
70,75000,90.0,30003,Germany,131868
50,75000,20.0,30003,UK,104012
50,25000,50.0,10001,Germany,107887
40,65000,100.0,10001,UK,128571
45,65000,40.0,50005,USA,125901
35,35000,30.0,50005,USA,102814
55,75000,90.0,30003,UK,106420
50,85000,50.0,50005,Canada,121631
25,55000,30.0,30003,Germany,124839
50,55000,70.0,40004,USA,129460
60,45000,40.0,50005,Germany,132902
70,25000,60.0,30003,USA,126282
70,75000,10.0,50005,France,116185
45,55000,70.0,20002,Germany,110502
35,55000,10.0,10001,Germany,123786
70,25000,80.0,20002,Germany,104191
35,75000,20.0,50005,UK,115735
70,95000,80.0,10001,USA,108303
45,55000,50.0,40004,France,128296
45,85000,10.0,10001,Germany,117315
50,65000,70.0,30003,UK,105037
50,65000,50.0,20002,Canada,135454
25,95000,40.0,50005,USA,131456
60,65000,100.0,10001,Canada,134480
55,55000,80.0,10001,USA,139492
30,45000,100.0,20002,Canada,112784
45,35000,80.0,10001,France,100934
45,25000,10.0,20002,USA,102275
70,85000,10.0,30003,USA,119757
60,35000,60.0,40004,USA,131010
45,25000,100.0,50005,USA,107412
65,55000,90.0,50005,Germany,125891
30,75000,60.0,20002,UK,121746
25,85000,40.0,20002,USA,129249
50,25000,30.0,50005,USA,125178
30,85000,80.0,50005,France,101505
70,25000,30.0,10001,USA,120708
50,35000,30.0,30003,USA,106023
60,85000,50.0,40004,UK,137968
35,25000,30.0,50005,Canada,118382
70,35000,70.0,40004,USA,127804
30,35000,30.0,30003,France,138196
70,65000,30.0,10001,Canada,121398
35,45000,40.0,40004,USA,109635
70,25000,10.0,20002,Germany,107225
30,45000,70.0,50005,UK,136602
25,35000,80.0,40004,UK,139175
30,55000,70.0,50005,France,126994
70,75000,10.0,50005,France,123145
40,75000,70.0,50005,Canada,101488
65,75000,70.0,50005,Canada,112021
45,25000,60.0,30003,Canada,122069
65,85000,20.0,20002,Canada,105992
30,35000,60.0,20002,UK,111672
70,25000,50.0,10001,Canada,101817
70,65000,10.0,40004,France,125286
30,85000,50.0,20002,Germany,108720
65,65000,30.0,20002,Canada,135411
45,65000,70.0,10001,USA,120837
25,95000,90.0,40004,France,134256
30,35000,80.0,10001,USA,104733
70,95000,70.0,40004,Canada,123179
60,55000,60.0,40004,UK,130388
55,75000,10.0,30003,Canada,117176
40,35000,100.0,20002,Canada,122495
55,45000,20.0,40004,USA,132983
70,95000,10.0,10001,UK,106680
40,25000,30.0,10001,UK,118706
25,95000,20.0,40004,UK,114081
60,65000,40.0,10001,Canada,113463
35,75000,90.0,10001,UK,134747
40,95000,80.0,30003,Canada,108684
65,75000,90.0,20002,France,129133
70,95000,80.0,30003,Germany,132644
35,65000,30.0,50005,Canada,126642
70,65000,30.0,40004,Canada,128268
40,45000,50.0,40004,UK,116468
25,45000,70.0,10001,Canada,135676
70,75000,60.0,20002,USA,123772
25,25000,100.0,30003,Germany,122360
50,25000,60.0,30003,France,132766
55,25000,30.0,40004,USA,137136
45,45000,30.0,50005,Canada,109405
35,25000,50.0,50005,Germany,116649
25,55000,10.0,20002,UK,109069
30,75000,30.0,20002,France,112504
35,55000,50.0,10001,France,132971
30,35000,20.0,10001,France,117581
65,85000,10.0,20002,USA,136848
25,95000,30.0,40004,UK,115612
40,65000,50.0,50005,USA,113672
50,25000,80.0,30003,France,118422
65,35000,40.0,50005,France,120415
60,85000,100.0,50005,UK,139386
60,55000,20.0,30003,Canada,113344
60,45000,40.0,10001,France,117826
25,45000,100.0,10001,Canada,102877
60,55000,50.0,40004,UK,129809
35,35000,10.0,10001,France,119144
25,45000,20.0,20002,UK,139735
40,45000,70.0,30003,Canada,114824
45,55000,60.0,50005,UK,130793
25,65000,70.0,20002,Germany,117453
45,45000,20.0,50005,UK,129402
45,95000,60.0,40004,Canada,109927
30,45000,100.0,40004,Canada,111094
65,85000,60.0,10001,UK,102519
35,35000,40.0,40004,France,117865
35,25000,90.0,50005,Germany,129076
30,35000,40.0,30003,France,139758
35,45000,30.0,40004,USA,105561
70,85000,90.0,30003,Canada,110415
60,65000,100.0,40004,USA,135440
50,45000,20.0,30003,UK,134061
55,25000,20.0,50005,France,130590
60,85000,80.0,40004,UK,139019
70,25000,100.0,30003,Germany,120511
70,55000,100.0,30003,USA,130980
55,85000,40.0,10001,Germany,117699
65,75000,70.0,40004,UK,101560
30,55000,80.0,20002,Germany,130845
65,55000,20.0,20002,France,103161
30,25000,10.0,50005,UK,111650
55,35000,80.0,20002,UK,134915
70,25000,30.0,50005,USA,111615
35,55000,80.0,40004,Canada,134334
40,45000,50.0,50005,USA,117468
65,75000,80.0,20002,Germany,123366
30,85000,10.0,50005,Germany,125351
70,95000,20.0,30003,Germany,126193
50,45000,70.0,40004,UK,105267
35,75000,20.0,50005,Canada,107331
35,95000,50.0,20002,UK,133696
65,55000,70.0,20002,France,119449
40,85000,20.0,50005,UK,137418
30,85000,20.0,30003,Germany,123870
45,95000,80.0,10001,UK,102044
35,25000,60.0,10001,Germany,123099
30,45000,30.0,10001,France,100963
55,65000,30.0,40004,UK,131261
50,75000,30.0,30003,USA,101376
65,55000,50.0,50005,USA,116067
25,45000,30.0,50005,USA,123120
70,85000,40.0,20002,Germany,123946
45,95000,100.0,20002,UK,101538
40,95000,90.0,40004,UK,135478
55,65000,60.0,50005,Canada,136159
25,65000,20.0,50005,Germany,127680
25,95000,40.0,20002,Canada,113897
70,75000,30.0,10001,France,106873
25,35000,20.0,40004,France,111824
65,95000,10.0,20002,USA,115195
50,35000,10.0,50005,UK,110652
65,25000,100.0,50005,Canada,105495
25,35000,90.0,20002,France,132703
50,75000,60.0,40004,Canada,104417
50,95000,40.0,30003,USA,108372
35,55000,50.0,10001,France,117934
45,25000,10.0,40004,France,113954
60,65000,80.0,10001,France,111114
50,65000,80.0,50005,UK,118089
65,55000,20.0,20002,UK,108355
35,35000,90.0,40004,UK,129095
60,85000,80.0,20002,Canada,124802
55,75000,80.0,40004,USA,108326
35,55000,20.0,20002,Canada,102498
55,95000,90.0,50005,Germany,113727
40,95000,50.0,30003,UK,129439
45,75000,60.0,10001,France,121565
35,75000,70.0,40004,Germany,117597
50,95000,70.0,40004,Canada,108582
55,95000,70.0,40004,Canada,112853
30,65000,30.0,40004,USA,111273
50,65000,80.0,10001,Canada,128686
25,85000,90.0,40004,France,103178
55,85000,60.0,10001,France,132198
55,95000,10.0,20002,Canada,137167
35,85000,70.0,40004,UK,136684
65,35000,40.0,30003,Germany,139983
35,45000,70.0,10001,UK,108571
30,25000,80.0,20002,France,128458
30,35000,70.0,50005,USA,121219
35,65000,80.0,10001,France,110394
50,85000,30.0,50005,Germany,136222
40,75000,50.0,10001,UK,125440
55,25000,100.0,10001,Canada,115141
60,65000,90.0,50005,France,124709
35,55000,20.0,40004,Canada,113218
50,35000,30.0,40004,UK,123662
65,55000,50.0,40004,USA,123171
25,25000,90.0,10001,UK,130011
25,35000,10.0,50005,France,119318
55,85000,80.0,20002,UK,129536
70,85000,60.0,20002,France,119267
50,45000,10.0,10001,UK,136259
70,55000,20.0,50005,Germany,129515
55,45000,100.0,20002,France,103322
60,65000,90.0,50005,France,108157
60,25000,70.0,30003,France,128692
